_id,address,black1,black2,description,end_date,end_time,location,red1,red2,source,start_date,start_time,strike1,strike2,tags,title
23k5JxwZhANAxYifo,Philadelphia,0,0,Philadelphia Phillies Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-11T05:00:00.000Z,6:05 PM,0,0,"[""sports""]",Chicago Cubs at Philadelphia Phillies
24sdBy4mQC55R3zqW,Chicago,0,0,Chicago Cubs Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-19T05:00:00.000Z,14:33 PM,0,0,"[""sports""]",St. Louis Cardinals at Chicago Cubs
2WcP4uXcY9Sx5zJ4Q,"1805 S. Loomis Street, Chicago, IL 60608",0,0,"Arts and crafts aficionados use Fresh Paint, a new media arts Microsoft app, to paint and draw on canvases in ways that make the end product look like it was handmade.",2015-08-25T05:00:00.000Z,6:00pm,"{""coordinates"":[-87.661115,41.857801],""type"":""Point""}",0,0,library,2015-08-25T05:00:00.000Z,4:00pm,0,0,"[""art""]",YOUmedia New Media Arts in Painting & Drawing
2Wyhk2k8qME24A3kX,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2016-05-12T05:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2016-05-12T05:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
2ibwHrCjWjQ3kcfNj,Pittsburgh,0,0,Pittsburgh Pirates Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-17T05:00:00.000Z,11:35 AM,0,0,"[""sports""]",Chicago Cubs at Pittsburgh Pirates
2jsH7GhbyaGz49HHE,"Museum of Science and Industry, Chicago, 5700 South Lake Shore Drive, Chicago, IL 60637, United States",,,"Chicago’s Museum of Science and Industry (MSI) is the largest science museum in the Western Hemisphere and home to more than 35,000 artifacts and 14-plus acres of hands-on exhibits designed to spark scientific inquiry and creativity.  The MSI's ongoing mission has been to inspire the inventive genius in visitors with world-class, permanent and temporary exhibits.
 https://goo.gl/maps/y7Z03
About: http://www.msichicago.org/visit-the-museum/museum-info/admission/free-days/

",2015-10-16T03:38:09.984Z,4:30:00 PM,"{""coordinates"":[-87.58306590000001,41.7905726],""type"":""Point""}",,,calendar,2015-10-16T03:38:09.984Z,9:30:00 AM,,,"[""art""]",Museum of Science and Industry Free
2p7gohMjkLRbkFZjx,"Adams Playground Park, 1919 N. Seminary Ave., Chicago IL         60614",0,0,"Concerts in the Parks provides an opportunity to enjoy a  variety musical sounds at your local park. Funded in part by the Adam's Park Advisory Council and Ranch Triangle Association. Join us for a lively evening of music in the park!  
",2015-08-20T05:00:00.000Z,8:00 PM,"{""coordinates"":[-87.65515299999998,41.91660539999999],""type"":""Point""}",0,0,parks,2015-08-20T05:00:00.000Z,6:30 PM,0,0,"[""entertainment""]",Concerts in the Parks at Adams
2q3xcrrv2zFexHfu2,"Loyola Park, 1230 W. Greenleaf Ave., Chicago IL         60626",0,0,"CRIME SCENE CHICAGO: Breathe Life couples nonfiction source material (such as interviews, articles, and online comments) with true accounts of Chicago crimes to raise critical questions surrounding segregation, poverty, media, and pop culture in order to encourage thought, dialogue, and change.",2015-08-28T05:00:00.000Z,9:00 PM,"{""coordinates"":[-87.66161260000001,42.0108499],""type"":""Point""}",0,0,parks,2015-08-28T05:00:00.000Z,7:00 PM,0,0,[],Crime Scene Chicago at Loyola
2tzRiSD3npPSCeBcS,"Columbus Park, 500 S. Central Ave., Chicago IL         60644",0,0,"The original cabaret series ""A Tribute to the Legends: The Story Continues…"" presents vocalists, spoken word artists, dancers, and instrumentalists in a “living biography”—a musical tribute to iconic artists.
Original cabaret series ""A Tribute to The Legends, The Story Continues"" presents vocalists, spoken word artists, dancers and instrumentalists in a ""living biography"", a musical tribute to iconic artists.",2015-08-30T05:00:00.000Z,4:30 PM,"{""coordinates"":[-87.7701836,41.8745029],""type"":""Point""}",0,0,parks,2015-08-30T05:00:00.000Z,3:00 PM,0,0,[],CWCMC Cabaret Series at Columbus Ref
32i5CDR39ybPh7QHw,"Shedd Aquarium, 1200 South Lake Shore Drive, Chicago, IL 60605, United States",,,"Shedd combines the best of early 20th-century “age of aquariums” characteristics—a diverse, global animal collection surrounded by eye-popping architecture—with 21st-century advances in animal care, environments and interpretation. 
 https://goo.gl/maps/kTUqS
About: http://www.sheddaquarium.org/Views/Pages/Content.aspx?id=3196

",2015-09-16T03:38:09.952Z,5:00:00 PM,"{""coordinates"":[-87.614038,41.8675726],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.952Z,9:00:00 AM,,,"[""entertainment""]",Shedd Aquarium Free
34W8pdpPXqdphYwY9,"Shedd Aquarium, 1200 South Lake Shore Drive, Chicago, IL 60605, United States",,,"Shedd combines the best of early 20th-century “age of aquariums” characteristics—a diverse, global animal collection surrounded by eye-popping architecture—with 21st-century advances in animal care, environments and interpretation. 
 https://goo.gl/maps/kTUqS
About: http://www.sheddaquarium.org/Views/Pages/Content.aspx?id=3196

",2015-10-16T03:38:09.998Z,5:00:00 PM,"{""coordinates"":[-87.614038,41.8675726],""type"":""Point""}",,,calendar,2015-10-16T03:38:09.998Z,9:00:00 AM,,,"[""entertainment""]",Shedd Aquarium Free
3ACoh3H677WoE79MT,"1805 S. Loomis Street, Chicago, IL 60608",0,0,"Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",2015-08-26T05:00:00.000Z,5:30pm,"{""coordinates"":[-87.661115,41.857801],""type"":""Point""}",0,0,library,2015-08-26T05:00:00.000Z,3:00pm,0,0,"[""entertainment""]",YOUmedia Open Hours
3HbZEXvT5QBvdq3tt,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2016-04-14T05:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2016-04-14T05:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
3L9oPQCMRQvqatsar,"115 S. Pulaski Road, Chicago, IL 60624",0,0,Love games and gaming? Then you need to come meet some other teens with similar interests and check out our PS3 and game collection while you're at it. For teens in grades 9 through 12.,2015-08-25T05:00:00.000Z,5:00pm,"{""coordinates"":[-87.725415,41.87934],""type"":""Point""}",0,0,library,2015-08-25T05:00:00.000Z,4:00pm,0,0,"[""entertainment""]",Tactical Tuesday
3QnDmzhHxhQ2rYPog,Chicago,0,0,Chicago White Sox Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-08-26T05:00:00.000Z,7:10 PM,0,0,"[""sports""]",Boston Red Sox at Chicago White Sox
3WD5cSAMehPJnA2i9,"1805 S. Loomis Street, Chicago, IL 60608",0,0,Borrow silhouette concepts to design your own t-shirt by using special apps to photograph unique ideas and edit them on Adobe Illustrator and Photoshop.,2015-08-20T05:00:00.000Z,6:00pm,"{""coordinates"":[-87.661115,41.857801],""type"":""Point""}",0,0,library,2015-08-20T05:00:00.000Z,4:00pm,0,0,"[""entertainment""]",YOUmedia T-Shirt Graphic Design
3Zsrkop4ebZfFb8xH,"Museum of Science and Industry, Chicago, 5700 South Lake Shore Drive, Chicago, IL 60637, United States",,,"Chicago’s Museum of Science and Industry (MSI) is the largest science museum in the Western Hemisphere and home to more than 35,000 artifacts and 14-plus acres of hands-on exhibits designed to spark scientific inquiry and creativity.  The MSI's ongoing mission has been to inspire the inventive genius in visitors with world-class, permanent and temporary exhibits.
 https://goo.gl/maps/y7Z03
About: http://www.msichicago.org/visit-the-museum/museum-info/admission/free-days/

",2015-09-16T03:38:09.924Z,4:30:00 PM,"{""coordinates"":[-87.58306590000001,41.7905726],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.924Z,9:30:00 AM,,,"[""art""]",Museum of Science and Industry Free
3h2PkyppaRftbZbtJ,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622",0,0,"Midnight Circus presents a true ""Big Top"" tent extravaganza—celebrating community and rebuilding parks, one circus at a time.Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ",2015-09-20T05:00:00.000Z,3:30 PM,"{""coordinates"":[-87.676738,41.9080486],""type"":""Point""}",0,0,parks,2015-09-20T05:00:00.000Z,2:00 PM,0,0,[],Circus in the Parks at Wicker
3nDsxWanCdHYwMzhX,"Sherman Park, 1301 W. 52nd St., Chicago IL         60609",0,0,Dance to the drums during class with DJ Nick Nonstop. Then experience an African Contemporary exhibition with Ayodele Drum & Dance and Red Clay Dance Company. We also have arts and crafts in the Kidz Korner for a total family-fun event.,2015-08-22T05:00:00.000Z,6:00 PM,"{""coordinates"":[-87.65740499999998,41.79948400000001],""type"":""Point""}",0,0,parks,2015-08-22T05:00:00.000Z,4:00 PM,0,0,[],Rhythmic Fusion at Sherman
45hqyyrTFjc2A3CAe,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614",0,0,"Shakespeare is cool and our outdoor free performances are a great way to spend your summer. We hope you agree and come join us in the park!  Bring a Blanket or chair and come see Midsommer Flight's version of Shakespeare's ""Macbeth""    Midsommer Flight is a Chicago theatre collective dedicated to producing outdoor performances of Shakespeare's plays.     The plays are beautiful and exciting, full of love, lust, sorrow, revenge, magic and joy. Come out for a picnic and enjoy a free performance in the fresh air of a Chicago summer.  ",2015-08-30T05:00:00.000Z,3:30 PM,"{""coordinates"":[-87.63589300000001,41.9196397],""type"":""Point""}",0,0,parks,2015-08-30T05:00:00.000Z,2:00 PM,0,0,[],Midsommer Flight at Lincoln
4Ai5GN7kFnypED3Mo,Pittsburgh,0,0,Pittsburgh Pirates Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-16T05:00:00.000Z,6:05 PM,0,0,"[""sports""]",Chicago Cubs at Pittsburgh Pirates
4CxmG6ekPMLDuWoRD,"Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago, IL 60614, United States",,,"Note: Admission free every Thursday for Illinois residents ONLY.
Experience a gateway to the natural world. Get your hands wet as you learn about Chicago's waterways and the organisms that reside within them. Touch live animals found in Illinois wetlands. Let your imagination run wild as you walk among Wilderness Walk and our restored native prairie. Escape to a Haven fluttering with exotic butterflies and stunning bird species. The possibilities for fun and learning are endless at the Peggy Notebaert Nature Museum.
 https://goo.gl/maps/gWfJJ
About: http://www.naturemuseum.org/index.php?id=168

",2015-09-16T03:38:09.917Z,5:00:00 PM,"{""coordinates"":[-87.6353216,41.92680319999999],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.917Z,9:00:00 AM,,,"[""art""]",Nature Museum Free
4LhEyuhQpNXumXrMf,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660",0,0," Chicago Fringe Opera previews their production of ""The Turn of the Screw"" ",2015-09-23T05:00:00.000Z,9:00 PM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,parks,2015-09-23T05:00:00.000Z,7:30 PM,0,0,[],The Turn of the Screw at Berger
4ZXbLWdt9tLow3L7C,"Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago, IL 60614, United States",,,"Note: Admission free every Thursday for Illinois residents ONLY.
Experience a gateway to the natural world. Get your hands wet as you learn about Chicago's waterways and the organisms that reside within them. Touch live animals found in Illinois wetlands. Let your imagination run wild as you walk among Wilderness Walk and our restored native prairie. Escape to a Haven fluttering with exotic butterflies and stunning bird species. The possibilities for fun and learning are endless at the Peggy Notebaert Nature Museum.
 https://goo.gl/maps/gWfJJ
About: http://www.naturemuseum.org/index.php?id=168

",2015-10-16T03:38:10.077Z,5:00:00 PM,"{""coordinates"":[-87.6353216,41.92680319999999],""type"":""Point""}",,,calendar,2015-10-16T03:38:10.077Z,9:00:00 AM,,,"[""art""]",Nature Museum Free
4bMEuWho8frWZzapY,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646",0,0,"Nature Center/North Shore Storytelling Guild meetings are open to all interested in the art of storytelling.   No experience necessary.  Come to tell or just to listen.  No registration required.   For more information, call Mark Kater at 847-673-5786",2015-09-16T05:00:00.000Z,10:00 PM,"{""coordinates"":[-87.72526540000001,41.9882768],""type"":""Point""}",0,0,parks,2015-09-16T05:00:00.000Z,7:30 PM,0,0,[],Storytelling Guild Meetings at NPV
4cuKkcMXvcpWWqBBd,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2015-10-22T05:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2015-10-22T05:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
4gF2SjrfDq2wXaQyv,"Charnley-Persky House Museum, 1365 North Astor Street, Chicago, IL 60610, United States",,,"The Charnley-Persky House is located at 1365 North Astor Street in the Gold Coast neighborhood of Chicago, within the Astor Street Historic District. The neighborhood developed in the late 1880s, largely through the efforts of Potter Palmer, who built an imposing ""castle"" on Lake Shore Drive, designed by Cobb & Frost. He purchased large tracts of land in the area and built dozens of houses which were sold to Chicago's wealthy class. The neighborhood has retained its stature as Chicago's premier neighborhood to the present day.
 https://goo.gl/maps/tYzes
About: http://www.sah.org/about-sah/charnley-persky-house/visit-the-house

",2015-09-16T03:38:09.880Z,1:00:00 PM,"{""coordinates"":[-87.62739599999998,41.907658],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.880Z,12:00:00 PM,,,"[""art""]",Charnley-Persky House Museum Free
4tAp9k7h8JtNptvoZ,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2016-02-25T06:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2016-02-25T06:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
53Ka3sBrMngHTmsz8,"South Shore Cultural Center, ,   ",0,0,"Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer.Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer: look deep into the night sky and learn about phases of the moon, neighboring planets, star clusters, nebulae, and more.",2015-09-23T05:00:00.000Z,7:30 PM,"{""coordinates"":[-87.56629850000002,41.7673406],""type"":""Point""}",0,0,parks,2015-09-23T05:00:00.000Z,6:30 PM,0,0,[],Stargazing at South Shore
5Cdxbd2thrtAszETy,"2111 W. 47th Street, Chicago, IL 60609",0,0,"Come hang out, mess around and geek out!",2015-08-25T05:00:00.000Z,6:00pm,"{""coordinates"":[-87.675101,41.808817],""type"":""Point""}",0,0,library,2015-08-25T05:00:00.000Z,2:00pm,0,0,"[""entertainment""]",YOUmedia Teen Space
5D2oqCxiLD5k4Bq3j,"1000 E. 73rd Street, Chicago, IL 60619",0,0,"Learn about 3D modeling and construction in space, then use 3-Doodler 3D printing pens to model problem-solving designs of your own!",2015-08-27T05:00:00.000Z,4:00pm,"{""coordinates"":[-87.6005,41.7623],""type"":""Point""}",0,1,library,2015-08-27T05:00:00.000Z,3:00pm,0,0,[],Drawing in the 3rd Dimension
5GRmwpePA2dJqWPM5,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622",0,0,"Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ",2015-09-19T05:00:00.000Z,3:30 PM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,parks,2015-09-19T05:00:00.000Z,2:00 PM,0,0,[],Circus in the Parks at Wicker
5PsJkEj8j8pArmwsH,"Glessner House Museum, 1800 South Prairie Avenue, Chicago, IL 60616, United States",,,"Glessner House Museum offers guided tours of Glessner House (1886), a National Historic Landmark, and Clarke House (1836), the City's oldest surviving building, located in the adjacent Chicago Women's Park and Gardens. Tours are led by trained docents and last approximately one hour in each house.  Tours are timed so that the two houses may be toured back-to-back.  Advance reservations are not accepted.
 https://goo.gl/maps/7g3uG
About: http://www.glessnerhouse.org/Tours.htm

",2015-09-16T03:38:09.915Z,4:00:00 PM,"{""coordinates"":[-87.621193,41.857724],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.915Z,3:00:00 PM,,,"[""art""]",Glessner House Museum Free
5WEYjKiitBjqud9Yn,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660",0,0,"Join us for an evening of theater in the park. Three Cat Productions performs a staged reading of ""Greater Than"" ",2015-09-21T05:00:00.000Z,8:30 PM,"{""coordinates"":[-87.65513490000001,41.9948584],""type"":""Point""}",0,0,parks,2015-09-21T05:00:00.000Z,7:00 PM,0,0,"[""art""]",NIght Out: Greater Than at Berger
5ecdCZzSJEgDn3uGT,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609",0,0,"CirquesExperience will take you for a spin! WHEELJAM focuses on gymnastic wheel work. You can choose from three levels: recreational, fitness, or if you are very determined, competitive. Cirques-style Gym Wheel and circus classes are available for kids, teens, and adults in several parks as well as different venues in Chicago.",2015-08-19T05:00:00.000Z,7:00 PM,"{""coordinates"":[-87.6824446,41.8237382],""type"":""Point""}",0,0,parks,2015-08-19T05:00:00.000Z,6:30 PM,0,0,"[""art""]",WHEELJAM at McKinley
5nYzhtxyGiaMtFuge,,,,"Twice a year in the spring and fall, the sun lines up with our streets similar to Manhattenhenge. Between the streets of Kinzie and Madison, this occurs on September 24th. Everywhere else this occurs September 26th.",2015-09-16T03:38:09.941Z,6:41:00 PM,"{""coordinates"":[-71.20799549999998,42.3182124],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.941Z,6:15:00 PM,,,[],Chicagohenge
5sJmAEsixtW8oB8CM,Cincinnati,0,0,Cincinnati Reds Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-30T05:00:00.000Z,6:10 PM,0,0,"[""sports""]",Chicago Cubs at Cincinnati Reds
6Du2str9MEgRjmicu,"Kilbourn Park, 3501 N. Kilbourn Ave., Chicago IL         60641",0,0,"Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings.Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.",2015-08-25T05:00:00.000Z,8:00 PM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,parks,2015-08-25T05:00:00.000Z,6:00 PM,0,0,"[""entertainment""]",Sound Tracks at Kilbourn
6EK4pAjhG8hyeXaT7,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2015-08-20T05:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2015-08-20T05:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
6HvHcb8hFjSAeBxfn,"Smith Park, 2526 W. Grand Ave., Chicago IL         60612",0,0,"Midnight Circus presents a true ""Big Top"" tent extravaganza—celebrating community and rebuilding parks, one circus at a time.Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ",2015-10-11T05:00:00.000Z,3:30 PM,"{""coordinates"":[-87.69028320000001,41.8927865],""type"":""Point""}",0,0,parks,2015-10-11T05:00:00.000Z,2:00 PM,0,0,[],Circus in the Parks at Smith
6QwyLaXmtMd3JB7cE,Chicago,0,0,Chicago Cubs Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-08-19T05:00:00.000Z,7:05 PM,0,0,"[""sports""]",Detroit Tigers at Chicago Cubs
6k9LE9mnPgWcQpk7G,Philadelphia,0,0,Philadelphia Phillies Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-10T05:00:00.000Z,6:05 PM,0,0,"[""sports""]",Chicago Cubs at Philadelphia Phillies
6siPMhWEKpKpDf8ym,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646",0,0,"   Nature Center/North Shore Storytelling Guild meetings are open to all interested in the art of storytelling.   No experience necessary.  Come to tell or just to listen.  No registration required.   For more information, call Mark Kater at 847-673-5786",2015-09-16T05:00:00.000Z,10:00 PM,"{""coordinates"":[-87.72526540000001,41.9882768],""type"":""Point""}",0,0,parks,2015-09-16T05:00:00.000Z,7:30 PM,0,0,[],Storytelling Guild Meetings at NPV
6tM9AL2sezFkainLS,"5211 N Clark St, Chicago, IL 60640, USA",,,"The Swedish American Museum is a nonprofit museum and cultural center for the education, celebration and interpretation of Swedish American history and culture in Chicago, Illinois, USA.
 https://goo.gl/maps/3V0ty
About: http://www.swedishamericanmuseum.org/museuminfo/


",2015-09-16T03:38:09.819Z,4:00:00 PM,"{""coordinates"":[-87.66808889999999,41.9766622],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.819Z,10:00:00 AM,,,"[""art""]",Swedish American Museum Free
6zSYPmxPkT3fsq6Hq,Cincinnati,0,0,Cincinnati Reds Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-29T05:00:00.000Z,6:10 PM,0,0,"[""sports""]",Chicago Cubs at Cincinnati Reds
75biJr5KKMnfHjhjX,"Museum of Science and Industry, Chicago, 5700 South Lake Shore Drive, Chicago, IL 60637, United States",,,"Chicago’s Museum of Science and Industry (MSI) is the largest science museum in the Western Hemisphere and home to more than 35,000 artifacts and 14-plus acres of hands-on exhibits designed to spark scientific inquiry and creativity.  The MSI's ongoing mission has been to inspire the inventive genius in visitors with world-class, permanent and temporary exhibits.
 https://goo.gl/maps/y7Z03
About: http://www.msichicago.org/visit-the-museum/museum-info/admission/free-days/

",2015-09-16T03:38:09.905Z,4:30:00 PM,"{""coordinates"":[-87.58306590000001,41.7905726],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.905Z,9:30:00 AM,,,"[""art""]",Museum of Science and Industry Free
78n8tc5aRL2sTLW5G,"Independence Park, 3945 N. Springfield Ave., Chicago IL         60618",0,0,"Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ",2015-10-03T05:00:00.000Z,6:30 PM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,parks,2015-10-03T05:00:00.000Z,5:00 PM,0,0,[],Circus in the Parks at Independence
7ACY6zSNzPwtFNgwm,"41.974378,-87.647852",,,"The Full Moon Jams’ unite performing artists and spectators through a love and appreciation of fire art. Encompassing myriad performance styles and tools, fire dancers from the greater Chicago area and Great Lakes share their creative gifts by the shore of Lake Michigan, set to the percussive beats of local musicians, in this unique and free to the public monthly event taking place through Spring and into Fall.
 http://goo.gl/maps/md9zx
About: http://www.fullmoonjam.org/about/

",2015-09-16T03:38:09.951Z,10:15:00 PM,"{""coordinates"":[-87.64828769999997,41.9738744],""type"":""Point""}",,,calendar,2015-09-16T03:38:09.951Z,6:15:00 PM,,,"[""entertainment""]",Full Moon Fire Jam
7BYZarR7JKQHJAq7E,"Dawes Park, 8052 S. Damen Ave., Chicago IL         60620",0,0,Join us for a free R&B/Jazz/ concert featuring Taylor Moore.,2015-08-22T05:00:00.000Z,6:00 PM,"{""coordinates"":[-87.67475630000001,41.7465294],""type"":""Point""}",0,0,parks,2015-08-22T05:00:00.000Z,4:30 PM,0,0,"[""entertainment""]",Concerts in the Parks at Dawes
7BZ6GjjzFchguiSs9,"1625 W. Chicago Avenue, Chicago, IL 60622",0,0,"Unwind, relax and hang out with friends over some board games and video games!",2016-03-10T06:00:00.000Z,5:00pm,"{""coordinates"":[-87.668496,41.895745],""type"":""Point""}",0,0,library,2016-03-10T06:00:00.000Z,3:00pm,0,0,"[""entertainment""]",Teen Game Room
7Bu5rgn7rhGM5sDT4,Chicago,0,0,Chicago White Sox Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-09-11T05:00:00.000Z,7:10 PM,0,0,"[""sports""]",Minnesota Twins at Chicago White Sox
7DrLc47WwpDfoFAGv,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624",0,0,"Take a free guided tour of the Conservatory and learn more about our plants and history.Take a free guided tour of the Conservatory and learn more about our plants and history. Tours meet in the main lobby, register an hour before each tour.",2015-08-23T05:00:00.000Z,2:00 PM,"{""coordinates"":[-87.71759689999999,41.8862426],""type"":""Point""}",0,0,parks,2015-08-23T05:00:00.000Z,1:00 PM,0,0,[],Intro Tour at Garfield Conservatory
7DwiLeemY9xiu8Wjy,"Smith Park, 2526 W. Grand Ave., Chicago IL         60612",0,0,"Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   .  Children under 2 are Free. ",2015-10-11T05:00:00.000Z,6:30 PM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,parks,2015-10-11T05:00:00.000Z,5:00 PM,0,0,[],Circus in the Parks at Smith
7RSyKPSPHhQp4xeLu,Los Angeles,0,0,Los Angeles Dodgers Tickets,1970-01-01T00:00:00.000Z,NaN:NaN AM,"{""coordinates"":[0,0],""type"":""Point""}",0,0,espn,2015-08-28T05:00:00.000Z,9:10 PM,0,0,"[""sports""]",Chicago Cubs at Los Angeles Dodgers
7RqfWczwnWfeJ8pBy,"Cornell Square Park, 1809 W. 50th St., Chicago IL         60609",0,0,"The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance.The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Cornell Square Park, hip-hop will be explored to reach a broad spectrum of Chicago community members.",2015-08-21T05:00:00.000Z,7:00 PM,"{""coordinates"":[-87.67136649999998,41.8020872],""type"":""Point""}",0,0,parks,2015-08-21T05:00:00.000Z,6:00 PM,0,0,"[""art""]",Community Dance at Cornell Sq
7Ty3ZwvCFobFNB5mE,"Cornell Square Park, 1809 W. 50th St., Chicago IL         60609",0,0,"   The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Cornell Square Park, hip-hop will be explored to reach a broad spectrum of Chicago community members.",2015-08-21T05:00:00.000Z,7:00 PM,"{""coordinates"":[-87.67136649999998,41.8020872],""type"":""Point""}",0,0,parks,2015-08-21T05:00:00.000Z,6:00 PM,0,0,"[""art""]",Community Dance at Cornell Sq
